Name,Description,Size,NA0,BS1,BS4,,,SRA Accession,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1932281,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,ERS1264999,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS3315978,hydrocarbon metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS570792,hydrothermal vent metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1572635,peat metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS2767374,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS3454485,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS3455349,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS3455243,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS958491,hot springs metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS3454701,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS3454851,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS3455350,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS2593090,marine sediment metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS2592870,marine sediment metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS3454856,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS3455213,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS4216706,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS4293842,marine sediment metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,ERS1059019,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS3455128,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,ERS1222773,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS3454516,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS4414917,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS3455005,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS2594300,marine sediment metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,ERS785474,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS3454661,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS4189831,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,ERS785437,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,ERS785445,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS3454531,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS3455270,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS4189878,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS958434,hot springs metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS3455250,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS3455216,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS4414917,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS4414917,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS2594337,marine sediment metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS4347107,activated sludge metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,ERS785384,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3454959,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3454745,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3455209,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3038152,aquatic metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS958488,hot springs metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS2592950,marine sediment metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,ERS785460,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3454642,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,ERS1456357,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3454733,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS4189900,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS958433,hot springs metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS2592997,marine sediment metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1565984,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS2594414,marine sediment metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS2789958,marine sediment metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS3454985,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS3455309,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,ERS785446,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS3454644,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS3454843,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS4189881,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS2594299,marine sediment metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS3454616,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS4189895,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS4311856,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS4414923,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS2593032,marine sediment metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS4189894,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS4189863,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS4189824,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS4414917,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS4414922,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS2758492,freshwater sediment metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS3454486,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS4189829,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS4414910,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS4347110,activated sludge metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,ERS1798545,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,ERS785387,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,ERS785386,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS3455023,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,ERS1265005,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,ERS1798493,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,ERS1798518,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS4414922,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS3454635,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,ERS785530,soil metagenome,,,,,
